step_id,case_id,step_name,step_status,performed_by,started_at,completed_at,notes,evidence_reference
CSE-06-CASE-0054-STP-4,CSE-06-CASE-0054,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-15T17:51:00Z,2026-08-15T18:03:00Z,Completed analysis for step 4,HASH-SHA256-544
CSE-06-CASE-0054-STP-5,CSE-06-CASE-0054,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-15T17:56:00Z,2026-08-15T18:11:00Z,Completed analysis for step 5,HASH-SHA256-545
CSE-06-CASE-0055-STP-1,CSE-06-CASE-0055,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-24T03:10:00Z,2026-08-24T03:13:00Z,Completed analysis for step 1,HASH-SHA256-551
CSE-06-CASE-0055-STP-2,CSE-06-CASE-0055,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-24T03:15:00Z,2026-08-24T03:21:00Z,Completed analysis for step 2,HASH-SHA256-552
CSE-06-CASE-0055-STP-3,CSE-06-CASE-0055,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-24T03:20:00Z,2026-08-24T03:29:00Z,Completed analysis for step 3,HASH-SHA256-553
CSE-06-CASE-0055-STP-4,CSE-06-CASE-0055,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-24T03:25:00Z,2026-08-24T03:37:00Z,Completed analysis for step 4,HASH-SHA256-554
CSE-06-CASE-0056-STP-1,CSE-06-CASE-0056,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-14T00:13:00Z,2026-08-14T00:16:00Z,Completed analysis for step 1,HASH-SHA256-561
CSE-06-CASE-0056-STP-2,CSE-06-CASE-0056,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-14T00:18:00Z,2026-08-14T00:24:00Z,Completed analysis for step 2,HASH-SHA256-562
CSE-06-CASE-0056-STP-3,CSE-06-CASE-0056,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-14T00:23:00Z,2026-08-14T00:32:00Z,Completed analysis for step 3,HASH-SHA256-563
CSE-06-CASE-0056-STP-4,CSE-06-CASE-0056,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-14T00:28:00Z,2026-08-14T00:40:00Z,Completed analysis for step 4,HASH-SHA256-564
CSE-06-CASE-0057-STP-1,CSE-06-CASE-0057,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-28T22:44:00Z,2026-08-28T22:47:00Z,Completed analysis for step 1,HASH-SHA256-571
CSE-06-CASE-0057-STP-2,CSE-06-CASE-0057,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-28T22:49:00Z,2026-08-28T22:55:00Z,Completed analysis for step 2,HASH-SHA256-572
CSE-06-CASE-0057-STP-3,CSE-06-CASE-0057,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-28T22:54:00Z,2026-08-28T23:03:00Z,Completed analysis for step 3,HASH-SHA256-573
CSE-06-CASE-0058-STP-1,CSE-06-CASE-0058,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-26T12:16:00Z,2026-08-26T12:19:00Z,Completed analysis for step 1,HASH-SHA256-581
CSE-06-CASE-0058-STP-2,CSE-06-CASE-0058,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-26T12:21:00Z,2026-08-26T12:27:00Z,Completed analysis for step 2,HASH-SHA256-582
CSE-06-CASE-0058-STP-3,CSE-06-CASE-0058,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-26T12:26:00Z,2026-08-26T12:35:00Z,Completed analysis for step 3,HASH-SHA256-583
CSE-06-CASE-0058-STP-4,CSE-06-CASE-0058,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-26T12:31:00Z,2026-08-26T12:43:00Z,Completed analysis for step 4,HASH-SHA256-584
CSE-06-CASE-0059-STP-1,CSE-06-CASE-0059,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-13T05:55:00Z,2026-08-13T05:58:00Z,Completed analysis for step 1,HASH-SHA256-591
CSE-06-CASE-0059-STP-2,CSE-06-CASE-0059,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-13T06:00:00Z,2026-08-13T06:06:00Z,Completed analysis for step 2,HASH-SHA256-592
CSE-06-CASE-0059-STP-3,CSE-06-CASE-0059,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-13T06:05:00Z,2026-08-13T06:14:00Z,Completed analysis for step 3,HASH-SHA256-593
CSE-06-CASE-0060-STP-1,CSE-06-CASE-0060,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-01T10:20:00Z,2026-08-01T10:23:00Z,Completed analysis for step 1,HASH-SHA256-601
CSE-06-CASE-0060-STP-2,CSE-06-CASE-0060,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-01T10:25:00Z,2026-08-01T10:31:00Z,Completed analysis for step 2,HASH-SHA256-602
CSE-06-CASE-0060-STP-3,CSE-06-CASE-0060,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-01T10:30:00Z,2026-08-01T10:39:00Z,Completed analysis for step 3,HASH-SHA256-603
CSE-07-CASE-0001-STP-1,CSE-07-CASE-0001,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-12T15:08:00Z,2026-08-12T15:11:00Z,Completed analysis for step 1,HASH-SHA256-11
CSE-07-CASE-0001-STP-2,CSE-07-CASE-0001,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-12T15:13:00Z,2026-08-12T15:19:00Z,Completed analysis for step 2,HASH-SHA256-12
CSE-07-CASE-0001-STP-3,CSE-07-CASE-0001,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-12T15:18:00Z,2026-08-12T15:27:00Z,Completed analysis for step 3,HASH-SHA256-13
CSE-07-CASE-0002-STP-1,CSE-07-CASE-0002,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-21T03:52:00Z,2026-08-21T03:55:00Z,Completed analysis for step 1,HASH-SHA256-21
CSE-07-CASE-0002-STP-2,CSE-07-CASE-0002,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-21T03:57:00Z,2026-08-21T04:03:00Z,Completed analysis for step 2,HASH-SHA256-22
CSE-07-CASE-0002-STP-3,CSE-07-CASE-0002,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-21T04:02:00Z,2026-08-21T04:11:00Z,Completed analysis for step 3,HASH-SHA256-23
CSE-07-CASE-0003-STP-1,CSE-07-CASE-0003,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-03T16:33:00Z,2026-08-03T16:36:00Z,Completed analysis for step 1,HASH-SHA256-31
CSE-07-CASE-0003-STP-2,CSE-07-CASE-0003,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-03T16:38:00Z,2026-08-03T16:44:00Z,Completed analysis for step 2,HASH-SHA256-32
CSE-07-CASE-0003-STP-3,CSE-07-CASE-0003,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-03T16:43:00Z,2026-08-03T16:52:00Z,Completed analysis for step 3,HASH-SHA256-33
CSE-07-CASE-0003-STP-4,CSE-07-CASE-0003,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-03T16:48:00Z,2026-08-03T17:00:00Z,Completed analysis for step 4,HASH-SHA256-34
CSE-07-CASE-0003-STP-5,CSE-07-CASE-0003,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-03T16:53:00Z,2026-08-03T17:08:00Z,Completed analysis for step 5,HASH-SHA256-35
CSE-07-CASE-0004-STP-1,CSE-07-CASE-0004,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-27T02:01:00Z,2026-08-27T02:04:00Z,Completed analysis for step 1,HASH-SHA256-41
CSE-07-CASE-0004-STP-2,CSE-07-CASE-0004,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-27T02:06:00Z,2026-08-27T02:12:00Z,Completed analysis for step 2,HASH-SHA256-42
CSE-07-CASE-0004-STP-3,CSE-07-CASE-0004,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-27T02:11:00Z,2026-08-27T02:20:00Z,Completed analysis for step 3,HASH-SHA256-43
CSE-07-CASE-0004-STP-4,CSE-07-CASE-0004,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-27T02:16:00Z,2026-08-27T02:28:00Z,Completed analysis for step 4,HASH-SHA256-44
CSE-07-CASE-0005-STP-1,CSE-07-CASE-0005,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-20T00:28:00Z,2026-08-20T00:31:00Z,Completed analysis for step 1,HASH-SHA256-51
CSE-07-CASE-0005-STP-2,CSE-07-CASE-0005,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-20T00:33:00Z,2026-08-20T00:39:00Z,Completed analysis for step 2,HASH-SHA256-52
CSE-07-CASE-0005-STP-3,CSE-07-CASE-0005,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-20T00:38:00Z,2026-08-20T00:47:00Z,Completed analysis for step 3,HASH-SHA256-53
CSE-07-CASE-0005-STP-4,CSE-07-CASE-0005,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-20T00:43:00Z,2026-08-20T00:55:00Z,Completed analysis for step 4,HASH-SHA256-54
CSE-07-CASE-0005-STP-5,CSE-07-CASE-0005,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-20T00:48:00Z,2026-08-20T01:03:00Z,Completed analysis for step 5,HASH-SHA256-55
CSE-07-CASE-0006-STP-1,CSE-07-CASE-0006,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-08T09:03:00Z,2026-08-08T09:06:00Z,Completed analysis for step 1,HASH-SHA256-61
CSE-07-CASE-0006-STP-2,CSE-07-CASE-0006,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-08T09:08:00Z,2026-08-08T09:14:00Z,Completed analysis for step 2,HASH-SHA256-62
CSE-07-CASE-0006-STP-3,CSE-07-CASE-0006,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-08T09:13:00Z,2026-08-08T09:22:00Z,Completed analysis for step 3,HASH-SHA256-63
CSE-07-CASE-0006-STP-4,CSE-07-CASE-0006,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-08T09:18:00Z,2026-08-08T09:30:00Z,Completed analysis for step 4,HASH-SHA256-64
CSE-07-CASE-0006-STP-5,CSE-07-CASE-0006,Forensic Step 5: Memory Dump,Completed,ANON-03,2026-08-08T09:23:00Z,2026-08-08T09:38:00Z,Completed analysis for step 5,HASH-SHA256-65
CSE-07-CASE-0007-STP-1,CSE-07-CASE-0007,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-08T13:16:00Z,2026-08-08T13:19:00Z,Completed analysis for step 1,HASH-SHA256-71
CSE-07-CASE-0007-STP-2,CSE-07-CASE-0007,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-08T13:21:00Z,2026-08-08T13:27:00Z,Completed analysis for step 2,HASH-SHA256-72
CSE-07-CASE-0007-STP-3,CSE-07-CASE-0007,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-08T13:26:00Z,2026-08-08T13:35:00Z,Completed analysis for step 3,HASH-SHA256-73
CSE-07-CASE-0008-STP-1,CSE-07-CASE-0008,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-19T20:30:00Z,2026-08-19T20:33:00Z,Completed analysis for step 1,HASH-SHA256-81
CSE-07-CASE-0008-STP-2,CSE-07-CASE-0008,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-19T20:35:00Z,2026-08-19T20:41:00Z,Completed analysis for step 2,HASH-SHA256-82
CSE-07-CASE-0008-STP-3,CSE-07-CASE-0008,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-19T20:40:00Z,2026-08-19T20:49:00Z,Completed analysis for step 3,HASH-SHA256-83
CSE-07-CASE-0008-STP-4,CSE-07-CASE-0008,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-19T20:45:00Z,2026-08-19T20:57:00Z,Completed analysis for step 4,HASH-SHA256-84
CSE-07-CASE-0008-STP-5,CSE-07-CASE-0008,Forensic Step 5: Memory Dump,Completed,ANON-01,2026-08-19T20:50:00Z,2026-08-19T21:05:00Z,Completed analysis for step 5,HASH-SHA256-85
CSE-07-CASE-0009-STP-1,CSE-07-CASE-0009,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-23T20:09:00Z,2026-08-23T20:12:00Z,Completed analysis for step 1,HASH-SHA256-91
CSE-07-CASE-0009-STP-2,CSE-07-CASE-0009,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-23T20:14:00Z,2026-08-23T20:20:00Z,Completed analysis for step 2,HASH-SHA256-92
CSE-07-CASE-0009-STP-3,CSE-07-CASE-0009,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-23T20:19:00Z,2026-08-23T20:28:00Z,Completed analysis for step 3,HASH-SHA256-93
CSE-07-CASE-0009-STP-4,CSE-07-CASE-0009,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-23T20:24:00Z,2026-08-23T20:36:00Z,Completed analysis for step 4,HASH-SHA256-94
CSE-07-CASE-0009-STP-5,CSE-07-CASE-0009,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-23T20:29:00Z,2026-08-23T20:44:00Z,Completed analysis for step 5,HASH-SHA256-95
CSE-07-CASE-0010-STP-1,CSE-07-CASE-0010,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-07T23:47:00Z,2026-08-07T23:50:00Z,Completed analysis for step 1,HASH-SHA256-101
CSE-07-CASE-0010-STP-2,CSE-07-CASE-0010,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-07T23:52:00Z,2026-08-07T23:58:00Z,Completed analysis for step 2,HASH-SHA256-102
CSE-07-CASE-0010-STP-3,CSE-07-CASE-0010,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-07T23:57:00Z,2026-08-08T00:06:00Z,Completed analysis for step 3,HASH-SHA256-103
CSE-07-CASE-0011-STP-1,CSE-07-CASE-0011,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-09T03:27:00Z,2026-08-09T03:30:00Z,Completed analysis for step 1,HASH-SHA256-111
CSE-07-CASE-0011-STP-2,CSE-07-CASE-0011,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-09T03:32:00Z,2026-08-09T03:38:00Z,Completed analysis for step 2,HASH-SHA256-112
CSE-07-CASE-0011-STP-3,CSE-07-CASE-0011,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-09T03:37:00Z,2026-08-09T03:46:00Z,Completed analysis for step 3,HASH-SHA256-113
CSE-07-CASE-0011-STP-4,CSE-07-CASE-0011,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-09T03:42:00Z,2026-08-09T03:54:00Z,Completed analysis for step 4,HASH-SHA256-114
CSE-07-CASE-0011-STP-5,CSE-07-CASE-0011,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-09T03:47:00Z,2026-08-09T04:02:00Z,Completed analysis for step 5,HASH-SHA256-115
CSE-07-CASE-0012-STP-1,CSE-07-CASE-0012,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-07T12:32:00Z,2026-08-07T12:35:00Z,Completed analysis for step 1,HASH-SHA256-121
CSE-07-CASE-0012-STP-2,CSE-07-CASE-0012,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-07T12:37:00Z,2026-08-07T12:43:00Z,Completed analysis for step 2,HASH-SHA256-122
CSE-07-CASE-0012-STP-3,CSE-07-CASE-0012,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-07T12:42:00Z,2026-08-07T12:51:00Z,Completed analysis for step 3,HASH-SHA256-123
CSE-07-CASE-0013-STP-1,CSE-07-CASE-0013,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-20T07:12:00Z,2026-08-20T07:15:00Z,Completed analysis for step 1,HASH-SHA256-131
CSE-07-CASE-0013-STP-2,CSE-07-CASE-0013,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-20T07:17:00Z,2026-08-20T07:23:00Z,Completed analysis for step 2,HASH-SHA256-132
CSE-07-CASE-0013-STP-3,CSE-07-CASE-0013,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-20T07:22:00Z,2026-08-20T07:31:00Z,Completed analysis for step 3,HASH-SHA256-133
CSE-07-CASE-0013-STP-4,CSE-07-CASE-0013,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-20T07:27:00Z,2026-08-20T07:39:00Z,Completed analysis for step 4,HASH-SHA256-134
CSE-07-CASE-0014-STP-1,CSE-07-CASE-0014,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-24T05:36:00Z,2026-08-24T05:39:00Z,Completed analysis for step 1,HASH-SHA256-141
CSE-07-CASE-0014-STP-2,CSE-07-CASE-0014,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-24T05:41:00Z,2026-08-24T05:47:00Z,Completed analysis for step 2,HASH-SHA256-142
CSE-07-CASE-0014-STP-3,CSE-07-CASE-0014,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-24T05:46:00Z,2026-08-24T05:55:00Z,Completed analysis for step 3,HASH-SHA256-143
CSE-07-CASE-0015-STP-1,CSE-07-CASE-0015,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-07T07:38:00Z,2026-08-07T07:41:00Z,Completed analysis for step 1,HASH-SHA256-151
CSE-07-CASE-0015-STP-2,CSE-07-CASE-0015,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-07T07:43:00Z,2026-08-07T07:49:00Z,Completed analysis for step 2,HASH-SHA256-152
CSE-07-CASE-0015-STP-3,CSE-07-CASE-0015,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-07T07:48:00Z,2026-08-07T07:57:00Z,Completed analysis for step 3,HASH-SHA256-153
CSE-07-CASE-0016-STP-1,CSE-07-CASE-0016,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-23T03:02:00Z,2026-08-23T03:05:00Z,Completed analysis for step 1,HASH-SHA256-161
CSE-07-CASE-0016-STP-2,CSE-07-CASE-0016,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-23T03:07:00Z,2026-08-23T03:13:00Z,Completed analysis for step 2,HASH-SHA256-162
CSE-07-CASE-0016-STP-3,CSE-07-CASE-0016,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-23T03:12:00Z,2026-08-23T03:21:00Z,Completed analysis for step 3,HASH-SHA256-163
CSE-07-CASE-0017-STP-1,CSE-07-CASE-0017,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-07T07:12:00Z,2026-08-07T07:15:00Z,Completed analysis for step 1,HASH-SHA256-171
CSE-07-CASE-0017-STP-2,CSE-07-CASE-0017,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-07T07:17:00Z,2026-08-07T07:23:00Z,Completed analysis for step 2,HASH-SHA256-172
CSE-07-CASE-0017-STP-3,CSE-07-CASE-0017,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-07T07:22:00Z,2026-08-07T07:31:00Z,Completed analysis for step 3,HASH-SHA256-173
CSE-07-CASE-0018-STP-1,CSE-07-CASE-0018,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-20T19:07:00Z,2026-08-20T19:10:00Z,Completed analysis for step 1,HASH-SHA256-181
CSE-07-CASE-0018-STP-2,CSE-07-CASE-0018,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-20T19:12:00Z,2026-08-20T19:18:00Z,Completed analysis for step 2,HASH-SHA256-182
CSE-07-CASE-0018-STP-3,CSE-07-CASE-0018,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-20T19:17:00Z,2026-08-20T19:26:00Z,Completed analysis for step 3,HASH-SHA256-183
CSE-07-CASE-0018-STP-4,CSE-07-CASE-0018,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-20T19:22:00Z,2026-08-20T19:34:00Z,Completed analysis for step 4,HASH-SHA256-184
CSE-07-CASE-0019-STP-1,CSE-07-CASE-0019,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-05T18:58:00Z,2026-08-05T19:01:00Z,Completed analysis for step 1,HASH-SHA256-191
CSE-07-CASE-0019-STP-2,CSE-07-CASE-0019,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-05T19:03:00Z,2026-08-05T19:09:00Z,Completed analysis for step 2,HASH-SHA256-192
CSE-07-CASE-0019-STP-3,CSE-07-CASE-0019,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-05T19:08:00Z,2026-08-05T19:17:00Z,Completed analysis for step 3,HASH-SHA256-193
CSE-07-CASE-0019-STP-4,CSE-07-CASE-0019,Forensic Step 4: Artifact Capture,Completed,ANON-04,2026-08-05T19:13:00Z,2026-08-05T19:25:00Z,Completed analysis for step 4,HASH-SHA256-194
CSE-07-CASE-0019-STP-5,CSE-07-CASE-0019,Forensic Step 5: Memory Dump,Completed,ANON-04,2026-08-05T19:18:00Z,2026-08-05T19:33:00Z,Completed analysis for step 5,HASH-SHA256-195
CSE-07-CASE-0020-STP-1,CSE-07-CASE-0020,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-29T11:05:00Z,2026-08-29T11:08:00Z,Completed analysis for step 1,HASH-SHA256-201
CSE-07-CASE-0020-STP-2,CSE-07-CASE-0020,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-29T11:10:00Z,2026-08-29T11:16:00Z,Completed analysis for step 2,HASH-SHA256-202
CSE-07-CASE-0020-STP-3,CSE-07-CASE-0020,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-29T11:15:00Z,2026-08-29T11:24:00Z,Completed analysis for step 3,HASH-SHA256-203
CSE-07-CASE-0021-STP-1,CSE-07-CASE-0021,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-09T06:11:00Z,2026-08-09T06:14:00Z,Completed analysis for step 1,HASH-SHA256-211
CSE-07-CASE-0021-STP-2,CSE-07-CASE-0021,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-09T06:16:00Z,2026-08-09T06:22:00Z,Completed analysis for step 2,HASH-SHA256-212
CSE-07-CASE-0021-STP-3,CSE-07-CASE-0021,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-09T06:21:00Z,2026-08-09T06:30:00Z,Completed analysis for step 3,HASH-SHA256-213
CSE-07-CASE-0022-STP-1,CSE-07-CASE-0022,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-13T22:58:00Z,2026-08-13T23:01:00Z,Completed analysis for step 1,HASH-SHA256-221
CSE-07-CASE-0022-STP-2,CSE-07-CASE-0022,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-13T23:03:00Z,2026-08-13T23:09:00Z,Completed analysis for step 2,HASH-SHA256-222
CSE-07-CASE-0022-STP-3,CSE-07-CASE-0022,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-13T23:08:00Z,2026-08-13T23:17:00Z,Completed analysis for step 3,HASH-SHA256-223
CSE-07-CASE-0022-STP-4,CSE-07-CASE-0022,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-13T23:13:00Z,2026-08-13T23:25:00Z,Completed analysis for step 4,HASH-SHA256-224
CSE-07-CASE-0023-STP-1,CSE-07-CASE-0023,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-18T20:21:00Z,2026-08-18T20:24:00Z,Completed analysis for step 1,HASH-SHA256-231
CSE-07-CASE-0023-STP-2,CSE-07-CASE-0023,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-18T20:26:00Z,2026-08-18T20:32:00Z,Completed analysis for step 2,HASH-SHA256-232
CSE-07-CASE-0023-STP-3,CSE-07-CASE-0023,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-18T20:31:00Z,2026-08-18T20:40:00Z,Completed analysis for step 3,HASH-SHA256-233
CSE-07-CASE-0024-STP-1,CSE-07-CASE-0024,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-15T11:01:00Z,2026-08-15T11:04:00Z,Completed analysis for step 1,HASH-SHA256-241
CSE-07-CASE-0024-STP-2,CSE-07-CASE-0024,Forensic Step 2: Egress Inspection,Completed,ANON-01,2026-08-15T11:06:00Z,2026-08-15T11:12:00Z,Completed analysis for step 2,HASH-SHA256-242
CSE-07-CASE-0024-STP-3,CSE-07-CASE-0024,Forensic Step 3: Remediation Review,Completed,ANON-01,2026-08-15T11:11:00Z,2026-08-15T11:20:00Z,Completed analysis for step 3,HASH-SHA256-243
CSE-07-CASE-0024-STP-4,CSE-07-CASE-0024,Forensic Step 4: Artifact Capture,Completed,ANON-01,2026-08-15T11:16:00Z,2026-08-15T11:28:00Z,Completed analysis for step 4,HASH-SHA256-244
CSE-07-CASE-0025-STP-1,CSE-07-CASE-0025,Forensic Step 1: Memory Dump,Completed,ANON-02,2026-08-04T10:29:00Z,2026-08-04T10:32:00Z,Completed analysis for step 1,HASH-SHA256-251
CSE-07-CASE-0025-STP-2,CSE-07-CASE-0025,Forensic Step 2: Egress Inspection,Completed,ANON-02,2026-08-04T10:34:00Z,2026-08-04T10:40:00Z,Completed analysis for step 2,HASH-SHA256-252
CSE-07-CASE-0025-STP-3,CSE-07-CASE-0025,Forensic Step 3: Remediation Review,Completed,ANON-02,2026-08-04T10:39:00Z,2026-08-04T10:48:00Z,Completed analysis for step 3,HASH-SHA256-253
CSE-07-CASE-0025-STP-4,CSE-07-CASE-0025,Forensic Step 4: Artifact Capture,Completed,ANON-02,2026-08-04T10:44:00Z,2026-08-04T10:56:00Z,Completed analysis for step 4,HASH-SHA256-254
CSE-07-CASE-0025-STP-5,CSE-07-CASE-0025,Forensic Step 5: Memory Dump,Completed,ANON-02,2026-08-04T10:49:00Z,2026-08-04T11:04:00Z,Completed analysis for step 5,HASH-SHA256-255
CSE-07-CASE-0026-STP-1,CSE-07-CASE-0026,Forensic Step 1: Memory Dump,Completed,ANON-03,2026-08-29T10:34:00Z,2026-08-29T10:37:00Z,Completed analysis for step 1,HASH-SHA256-261
CSE-07-CASE-0026-STP-2,CSE-07-CASE-0026,Forensic Step 2: Egress Inspection,Completed,ANON-03,2026-08-29T10:39:00Z,2026-08-29T10:45:00Z,Completed analysis for step 2,HASH-SHA256-262
CSE-07-CASE-0026-STP-3,CSE-07-CASE-0026,Forensic Step 3: Remediation Review,Completed,ANON-03,2026-08-29T10:44:00Z,2026-08-29T10:53:00Z,Completed analysis for step 3,HASH-SHA256-263
CSE-07-CASE-0026-STP-4,CSE-07-CASE-0026,Forensic Step 4: Artifact Capture,Completed,ANON-03,2026-08-29T10:49:00Z,2026-08-29T11:01:00Z,Completed analysis for step 4,HASH-SHA256-264
CSE-07-CASE-0027-STP-1,CSE-07-CASE-0027,Forensic Step 1: Memory Dump,Completed,ANON-04,2026-08-21T13:44:00Z,2026-08-21T13:47:00Z,Completed analysis for step 1,HASH-SHA256-271
CSE-07-CASE-0027-STP-2,CSE-07-CASE-0027,Forensic Step 2: Egress Inspection,Completed,ANON-04,2026-08-21T13:49:00Z,2026-08-21T13:55:00Z,Completed analysis for step 2,HASH-SHA256-272
CSE-07-CASE-0027-STP-3,CSE-07-CASE-0027,Forensic Step 3: Remediation Review,Completed,ANON-04,2026-08-21T13:54:00Z,2026-08-21T14:03:00Z,Completed analysis for step 3,HASH-SHA256-273
CSE-07-CASE-0028-STP-1,CSE-07-CASE-0028,Forensic Step 1: Memory Dump,Completed,ANON-01,2026-08-07T21:54:00Z,2026-08-07T21:57:00Z,Completed analysis for step 1,HASH-SHA256-281
